一	yī
好意思	hǎoyìsi
好感	hǎogǎn
好手	hăoshŏu
好歹	hǎodǎi
好比	hǎobǐ
好汉	hǎohàn
好玩儿	hǎowánér
好看	hǎokàn
好笑	hǎoxiào
好评	hǎopíng
好说	hǎoshuō
好转	hǎozhuǎn
好运	hǎoyùn
如	rú
如一	rúyī
如下	rúxià
如今	rújīn
如何	rúhé
如同	rútóng
如实	rúshí
如意	rúyì
如愿	rúyuàn
如愿以偿	rúyuànyǐcháng
如期	rúqí
如果	rúguǒ
如果说	rúguǒshuō
如此	rúcǐ
如醉如痴	rúzuìrúchī
妄想	wàngxiǎng
妇人	fùrén
妇女	fùnǚ
妈妈	māmā
妒忌	dùjì
妓女	jìnǚ
妖怪	yāoguài
妙	miào
妥	tuǒ
妥协	tuǒxié
妥善	tuǒshàn
妥当	tuǒdàng
妨害	fánghài
妨碍	fángài
妹妹	mèimèi
妻	qī
妻子	qīzǐ
姊妹	jiěmèi
姊姊	jiějie
始终	shǐzhōng
姐妹	jiěmèi
姐姐	jiějiě
姑丈	gūzhàng
姑且	gūqiě
姑姑	gūgū
姑姑(˙ㄍㄨ)	gūgu
姑娘	gūniáng
姑娘（˙ㄋㄧㄤ）	gūniang
姓	xìng
姓名	xìngmíng
姓氏	xìngshì
委员	wěiyuán
委员会	wěiyuánhuì
委婉	wěiwǎn
委屈	wěiqū
委托	wěituō
姜	jiāng
姥姥	lǎolao
姥爷	lǎoyé
姨	yí
姿势	zīshì
姿态	zītài
威严	wēiyán
威信	wēixìn
威力	wēilì
威慑	wēishè
威权	wēiquán
威胁	wēixié
威风	wēifēng
娃娃	wáwá
娃娃(˙ㄨㄚ)	wáwa
娇小	jiāoxiǎo
娇惯	jiāoguàn
娇气	jiāoqì
娘	niáng
娘家	niángjiā
娱乐	yúlè
娶	qǔ
婆婆	pópo
婆家	pójiā
婚姻	hūnyīn
婚礼	hūnlǐ
婚纱	hūnshā
婴儿	yīngér
媒人	méirén
媒介	méijiè
媒体	méitǐ
媲美	pìměi
媳妇	xífù
嫁	jià
嫁妆	jiàzhuāng
嫂子	sǎozi
嫉妒	jídù
嫌	xián
嫌弃	xiánqì
嫌疑	xiányí
嫦娥	chángé
嫩	nèn
嬉笑	xīxiào
子	zi
子女	zǐnǚ
子孙	zǐsūn
子宫	zǐgōng
子弟	zǐdì
子弹	zǐdàn
孔	kŏng
孔雀	kǒngquè
孕妇	yùnfù
孕育	yùnyù
字	zì
字体	zìtǐ
字典	zìdiǎn
字幕	zìmù
字样	zìyàng
字母	zìmǔ
字眼	zìyǎn
字迹	zìjì
存	cún
存在	cúnzài
存心	cúnxīn
存折	cúnzhé
存放	cúnfàng
存有	cúnyǒu
存款	cúnkuǎn
存活	cúnhuó
存货	cúnhuò
孙女	sūnnǚ
孙子	sūnzi
孝子	xiàozĭ
孝敬	xiàojìng
孝顺	xiàoshùn
季	jì
季度	jìdù
季节	jìjié
季风	jìfēng
孤儿	gūér
孤单	gūdān
孤独	gūdú
孤立	gūlì
孤陋寡闻	gūlòuguǎwén
孤零零	gūlínglíng
学	xué
学业	xuéyè
学习	xuéxí
学会	xuéhuì
学位	xuéwèi
学分	xuéfēn
学制	xuézhì
学历	xuélì
学员	xuéyuán
学堂	xuétáng
学士	xuéshì
学子	xuézǐ
学年	xuénián
学徒	xuétú
学时	xuéshí
学期	xuéqī
学术	xuéshù
学校	xuéxiào
学生	xuéshēng
学科	xuékē
学者	xuézhě
学艺	xuéyì
学识	xuéshì
学说	xuéshuō
学费	xuéfèi
学问	xuéwèn
学院	xuéyuàn
孩子	háizi
孪生	luánshēng
孵化	fūhuà
宁可	nìngkě
宁愿	nìngyuàn
宁静	níngjìng
它	tā
它们	tāmen
宇宙	yǔzhòu
宇航员	yǔhángyuán
守	shǒu
守候	shǒuhòu
守卫	shǒuwèi
守护	shǒuhù
守旧	shǒujiù
守株待兔	shǒuzhūdàitù
守法	shǒufǎ
安	ān
安全	ānquán
安危	ānwéi
安宁	ānníng
安定	āndìng
安心	ānxīn
安慰	ānwèi
安抚	ānfǔ
安排	ānpái
安检	ānjiǎn
安眠药	ānmiányào
安稳	ānwěn
安置	ānzhì
安装	ānzhuāng
安详	ānxiáng
安逸	ānyì
安静	ānjìng
安顿	āndùn
完	wán
完了	wánle
完全	wánquán
完善	wánshàn
完备	wánbèi
完好	wánhǎo
完工	wángōng
完成	wánchéng
完整	wánzhěng
完毕	wánbì
完美	wánměi
完蛋	wándàn
宏伟	hóngwěi
宏大	hóngdà
宏观	hóngguān
宗	zōng
宗教	zōngjiào
宗旨	zōngzhǐ
官	guān
官僚	guānliáo
官僚主义	guānliáozhǔyì
官兵	guānbīng
官司	guānsī
官吏	guānlì
官员	guānyuán
官场	guānchǎng
官方	guānfāng
官职	guānzhí
定	dìng
定为	dìngwèi
定义	dìngyì
定价	dìngjià
定位	dìngwèi
定做	dìngzuò
定向	dìngxiàng
定型	dìngxíng
定居	dìngjū
定律	dìnglǜ
定心丸	dìngxīnwán
定时	dìngshí
定期	dìngqī
定论	dìnglùn
定金	dìngjīn
定额	dìngé
宛如	wǎnrú
宝	bǎo
宝宝	bǎobǎo
宝库	bǎokù
宝座	bǎozuò
宝石	bǎoshí
宝藏	bǎozàng
宝贝	bǎobèi
宝贵	bǎoguì
实习	shíxí
实事求是	shíshìqiúshì
实体	shítǐ
实例	shílì
实况	shíkuàng
实力	shílì
实务	shíwù
实在	shízài
实地	shídì
实情	shíqíng
实惠	shíhuì
实战	shízhàn
实施	shíshī
实物	shíwù
实现	shíxiàn
实用	shíyòng
实行	shíxíng
实证	shízhèng
实话	shíhuà
实话实说	shíhuàshíshuō
实质	shízhì
实践	shíjiàn
实际	shíjì
实际上	shíjìshàng
实验	shíyàn
实验室	shíyànshì
宠	chǒng
宠爱	chǒngài
宠物	chǒngwù
审	shěn
审判	shěnpàn
审定	shěndìng
审慎	shěnshèn
审批	shěnpī
审查	shěnchá
审核	shěnhé
审美	shěnměi
审视	shěnshì
审议	shěnyì
客人	kèrén
客厅	kètīng
客户	kèhù
客房	kèfáng
客机	kèjī
客气	kèqì
客气(˙ㄑㄧ)	kèqi
客流	kèliú
客满	kèmăn
客观	kèguān
客车	kèchē
客运	kèyùn
宣传	xuānchuán
宣告	xuāngào
宣布	xuānbù
宣扬	xuānyáng
宣泄	xuānxiè
宣示	xuānshì
宣称	xuānchēng
宣言	xuānyán
宣誓	xuānshì
宣读	xuāndú
室	shì
室友	shìyŏu
宪法	xiànfǎ
宫	gōng
宫廷	gōngtíng
宫殿	gōngdiàn
宰	zǎi
害	hài
害处	hàichù
害怕	hàipà
害羞	hàixiū
害臊	hàisào
害虫	hàichóng
宴会	yànhuì
家	jiā
家世	jiāshì
家乡	jiāxiāng
家事	jiāshì
家产	jiāchǎn
家人	jiārén
家伙	jiāhuo
家具	jiājù
家务	jiāwù
家喻户晓	jiāyùhùxiǎo
家园	jiāyuán
家境	jiājìng
家家户户	jiājiāhùhù
家属	jiāshǔ
家庭	jiātíng
家政	jiāzhèng
家教	jiājiào
家族	jiāzú
家用	jiāyòng
家电	jiādiàn
家禽	jiāqín
家里	jiālǐ
家长	jiāzhǎng
容	róng
容光焕发	róngguānghuànfā
容器	róngqì
容忍	róngrěn
容易	róngyì
容纳	róngnà
容许	róngxǔ
容貌	róngmào
容量	róngliàng
容颜	róngyán
宽	kuān
宽厚	kuānhòu
宽大	kuāndà
宽容	kuānróng
宽广	kuānguǎng
宽度	kuāndù
宽恕	kuānshù
宽敞	kuānchǎng
宽松	kuānsōng
宽泛	kuānfàn
宽阔	kuānkuò
宾馆	bīnguǎn
宿舍	sùshè
寂寞	jìmò
寂静	jìjìng
寄	jì
寄宿	jìsù
寄托	jìtuō
密	mì
密不可分	mìbùkěfēn
密切	mìqiè
密封	mìfēng
密度	mìdù
密码	mìmǎ
密集	mìjí
富	fù
富人	fùrén
富含	fùhán
富强	fùqiáng
富有	fùyǒu
富翁	fùwēng
富裕	fùyù
富豪	fùháo
富贵	fùguì
富足	fùzú
寒假	hánjià
寒冷	hánlěng
寓意	yùyì
寓言	yùyán
寝室	qǐnshì
察看	chákàn
察觉	chájué
寡	guǎ
寡妇	guǎfù
寥寥无几	liáoliáowújǐ
寸	cùn
对	duì
对不起	duìbùqǐ
对了	duìle
对于	duìyú
对付	duìfù
对决	duìjué
对准	duìzhǔn
对外	duìwài
对岸	duìàn
对峙	duìzhì
对应	duìyìng
对弈	duìyì
对待	duìdài
对得起	duìdeqǐ
对手	duìshǒu
对抗	duìkàng
对方	duìfāng
对比	duìbǐ
对照	duìzhào
对白	duìbái
对称	duìchèn
对立	duìlì
对策	duìcè
对联	duìlián
对话	duìhuà
对象	duìxiàng
对面	duìmiàn
寺	sì
寺庙	sìmiào
寺院	sìyuàn
寻	xún
寻常	xúncháng
寻找	xúnzhǎo
寻求	xúnqiú
寻觅	xúnmì
导入	dǎorù
导向	dǎoxiàng
导师	dǎoshī
导引	dǎoyǐn
导弹	dǎodàn
导游	dǎoyóu
导演	dǎoyǎn
导火索	dǎohuǒsuǒ
导致	dǎozhì
导航	dǎoháng
寿司	shòusī
寿命	shòumìng
寿星	shòuxīng
封	fēng
封建	fēngjiàn
封条	fēngtiáo
封锁	fēngsuǒ
封闭	fēngbì
封面	fēngmiàn
封顶	fēngdǐng
射	shè
射击	shèjī
射手	shèshŏu
将	jiāng
将军	jiāngjūn
将来	jiānglái
将要	jiāngyào
将近	jiāngjìn
将领	jiànglǐng
尊	zūn
尊严	zūnyán
尊敬	zūnjìng
尊贵	zūnguì
尊重	zūnzhòng
小	xiǎo
小丑	xiǎochǒu
小于	xiǎoyú
小人	xiǎorén
小伙子	xiǎohuǒzi
小便	xiăobiàn
小偷	xiăotōu
小偷儿	xiǎotōuér
小区	xiǎoqū
小卒	xiǎozú
小吃	xiǎochī
小品	xiǎopǐn
小型	xiǎoxíng
小声	xiǎoshēng
小姐	xiǎojiě
小子	xiăozi
小学	xiǎoxué
小学生	xiǎoxuéshēng
小孩(子)	xiăohái
小孩儿	xiǎoháiér
小巧	xiǎoqiǎo
小康	xiǎokāng
小径	xiǎojìng
小心	xiǎoxīn
小心翼翼	xiǎoxīnyìyì
小提琴	xiǎotíqín
小时	xiǎoshí
小时候	xiǎoshíhòu
小曲	xiǎoqǔ
小朋友	xiǎopéngyǒu
小气	xiǎoqì
小溪	xiǎoxī
小看	xiǎokàn
小组	xiǎozǔ
小腿	xiăotuĭ
小说	xiǎoshuō
小贩	xiǎofàn
小费	xiǎofèi
小路	xiǎolù
小麦	xiǎomài
少	shǎo
少不了	shàobùliǎo
少儿	shàoér
少女	shàonǚ
少年	shàonián
少数	shǎoshù
少有	shǎoyǒu
少林寺	shàolínsì
少爷	shàoyé
少见	shǎojiàn
少许	shǎoxǔ
少量	shǎoliàng
尖	jiān
尖端	jiānduān
尖锐	jiānruì
尘土	chéntŭ
尚	shàng
尚未	shàngwèi
尝	cháng
尝试	chángshì
尤为	yóuwèi
尤其	yóuqí
就	jiù
就业	jiùyè
就任	jiùrèn
就医	jiùyī
就地	jiùdì
就座	jiùzuò
就是	jiùshì
就是说	jiùshìshuō
就算	jiùsuàn
就绪	jiùxù
就职	jiùzhí
就要	jiùyào
就诊	jiùzhěn
就读	jiùdú
就近	jiùjìn
就餐	jiùcān
尴尬	gāngà
尸体	shītǐ
尺	chǐ
尺子	chǐzi
尺寸	chǐcùn
尺度	chǐdù
尼龙	nílóng
尽	jǐn
尽力	jìnlì
尽可能	jǐnkěnéng
尽头	jìntóu
尽心	jìnxīn
尽快	jǐnkuài
尽情	jìnqíng
尽早	jǐnzǎo
尽管	jǐnguǎn
尽量	jǐnliàng
尾声	wěishēng
尾巴	wěiba
尾气	wěiqì
尿	niào
局	jú
局势	júshì
局部	júbù
局长	júzhǎng
局限	júxiàn
局面	júmiàn
屁股	pìgǔ
层	céng
层出不穷	céngchūbùqióng
层次	céngcì
层级	céngjí
层面	céngmiàn
居	jū
居于	jūyú
居住	jūzhù
居家	jūjiā
居民	jūmín
居民楼	jūmínlóu
居然	jūrán
居高临下	jūgāolínxià
屈服	qūfú
届	jiè
届时	jièshí
屋	wū
屋(子)	wū
屋子	wūzi
屋顶	wūdǐng
屎	shĭ
屏幕	píngmù
展出	zhǎnchū
展开	zhǎnkāi
展望	zhǎnwàng
展现	zhǎnxiàn
展示	zhǎnshì
展览	zhǎnlǎn
展览会	zhǎnlǎnhuì
展露	zhǎnlù
属	shǔ
属下	shǔxià
属于	shǔyú
属性	shǔxìng
屠杀	túshā
屡	lǚ
屡次	lǚcì
履历	lǚlì
履行	lǚxíng
屯	tún
山	shān
山丘	shānqiū
山冈	shāngāng
山区	shānqū
山地	shāndì
山坡	shānpō
山头	shāntóu
山寨	shānzhài
山岭	shānlǐng
山峰	shānfēng
山川	shānchuān
山庄	shānzhuāng
山林	shānlín
山水	shānshuǐ
山洞	shāndòng
山羊	shānyáng
山脉	shānmài
山谷	shāngǔ
山路	shānlù
山顶	shāndǐng
屹立	yìlì
岁	suì
岁数	suìshù
岁月	suìyuè
岂	qǐ
岂有此理	qǐyǒucǐlǐ
岗位	gǎngwèi
岛	dǎo
岛屿	dǎoyǔ
岩石	yánshí
岳母	yuèmǔ
岳父	yuèfù
岸	àn
岸上	ànshàng
峡谷	xiágǔ
峭壁	qiàobì
峰会	fēnghuì
峰回路转	fēnghuílùzhuǎn
崇尚	chóngshàng
崇拜	chóngbài
崇高	chónggāo
崛起	juéqǐ
崩	bēng
崩溃	bēngkuì
崭新	zhǎnxīn
巅峰	diānfēng
川流不息	chuānliúbùxī
州	zhōu
州立	zhōulì
巡回	xúnhuí
巡视	xúnshì
巡逻	xúnluó
巢	cháo
工业	gōngyè
工人	gōngrén
工会	gōnghuì
工作	gōngzuò
工作日	gōngzuòrì
工作量	gōngzuòliàng
工具	gōngjù
工匠	gōngjiàng
工厂	gōngchǎng
工商	gōngshāng
工商界	gōngshāngjiè
工地	gōngdì
工夫	gōngfu
工序	gōngxù
工整	gōngzhěng
工科	gōngkē
工程	gōngchéng
工程师	gōngchéngshī
工艺	gōngyì
工艺品	gōngyìpĭn
工读	gōngdú
工资	gōngzī
工钱	gōngqián
左	zuǒ
左(边)	zuŏ
左右	zuǒyòu
左右为难	zuǒyòuwéinán
左边	zuǒbiān
左顾右盼	zuǒgùyòupàn
巧	qiǎo
巧克力	qiǎokèlì
巧合	qiǎohé
巧妙	qiǎomiào
巨人	jùrén
巨型	jùxíng
巨大	jùdà
巨头	jùtóu
巨星	jùxīng
巨额	jùé
巩固	gǒnggù
巫婆	wūpó
差	chà
差2	chāi
差不多	chàbuduō
差事	chāishì
差别	chābié
差劲	chàjìn
差异	chāyì
差点	chādiăn
差点儿	chàdiǎnér
差距	chājù
差错	chācuò
差额	chāé
已	yǐ
已婚	yĭhūn
已经	yǐjīng
巴不得	bābùdé
巴士	bāshì
巴掌	bāzhǎng
巷(子)	xiàng
币值	bìzhí
市	shì
市区	shìqū
市场	shìchǎng
市场经济	shìchǎngjīngjì
市容	shìróng
市民	shìmín
市立	shìlì
市长	shìzhǎng
市面	shìmiàn
布	bù
布告	bùgào
布告栏	bùgàolán
布局	bùjú
布满	bùmǎn
布置	bùzhì
帅	shuài
帅哥	shuàigē
帅气	shuàiqì
帆	fān
帆船	fānchuán
师傅	shīfù
师母	shīmŭ
师父	shīfù
师生	shīshēng
师范	shīfàn
师资	shīzī
师长	shīzhǎng
希望	xīwàng
帐单	zhàngdān
帐子	zhàngzi
帐篷	zhàngpéng
帖子	tiězi
帘子	liánzi
帝国	dìguó
帝国主义	dìguózhǔyì
带	dài
带(子)	dài
带兵	dàibīng
带动	dàidòng
带头	dàitóu
带头人	dàitóurén
带有	dàiyǒu
带来	dàilái
带路	dàilù
带队	dàiduì
带领	dàilǐng
席	xí
席位	xíwèi
席次	xícì
帮	bāng
帮助	bāngzhù
帮忙	bāngmáng
帮手	bāngshǒu
常	cháng
常人	chángrén
常客	chángkè
常常	chángcháng
常年	chángnián
常态	chángtài
常温	chángwēn
常理	chánglǐ
常用	chángyòng
常见	chángjiàn
常规	chángguī
常识	chángshí
帽(子)	mào
帽子	màozi
幅	fú
幅度	fúdù
幕	mù
幕僚	mùliáo
幕后	mùhòu
幢	chuáng
干	gàn
干事	gànshì
干什么	gànshénme
干净	gānjìng
干吗	gànmá
干嘛	gànma
干戈	gāngē
干扰	gānrǎo
干旱	gānhàn
干杯	gānbēi
干活	gànhuó
干活儿	gànhuóér
干涉	gānshè
干燥	gānzào
干粮	gānliáng
干脆	gāncuì
干部	gànbù
干预	gānyù
平	píng
平价	píngjià
平凡	píngfán
平原	píngyuán
平台	píngtái
平和	pínghé
平均	píngjūn
平坦	píngtǎn
平安	píngān
平常	píngcháng
平常心	píngchángxīn
平息	píngxī
平方	píngfāng
平方米	píngfāngmǐ
平日	píngrì
平时	píngshí
平民	píngmín
平淡	píngdàn
平稳	píngwěn
平等	píngděng
平行	píngxíng
平衡	pínghéng
平静	píngjìng
平面	píngmiàn
年	nián
年代	niándài
年初	niánchū
年前	niánqián
年夜饭	niányèfàn
年头	niántóu
年少	niánshào
年年	niánnián
年底	niándǐ
年度	niándù
年画	niánhuà
年级	niánjí
年纪	niánjì
年终	niánzhōng
年薪	niánxīn
年轻	niánqīng
年迈	niánmài
年间	niánjiān
年限	niánxiàn
年龄	niánlíng
年龄层	niánlíngcéng
并	bìng
并且	bìngqiě
并列	bìngliè
并发	bìngfā
并肩	bìngjiān
并行	bìngxíng
并购	bìnggòu
并重	bìngzhòng
并非	bìngfēi
幸亏	xìngkuī
幸免	xìngmiǎn
幸好	xìnghǎo
幸存	xìngcún
幸福	xìngfú
幸运	xìngyùn
幻影	huànyǐng
幻想	huànxiǎng
幻觉	huànjué
幻象	huànxiàng
幼儿园	yòuéryuán
幼小	yòuxiǎo
幼稚	yòuzhì
幼童	yòutóng
幽灵	yōulíng
幽默	yōumò
广	guǎng
广为	guǎngwéi
广义	guǎngyì
广告	guǎnggào
广场	guǎngchǎng
广大	guǎngdà
广播	guǎngbō
广泛	guǎngfàn
广阔	guǎngkuò
庄严	zhuāngyán
庄园	zhuāngyuán
庄稼	zhuāngjià
庆典	qìngdiǎn
庆幸	qìngxìng
庆祝	qìngzhù
庆贺	qìnghè
床	chuáng
床位	chuángwèi
床单	chuángdān
序	xù
序幕	xùmù
库	kù
库存	kùcún
应	yīng
应2	yìng
应付	yìngfù
应变	yìngbiàn
应对	yìngduì
应当	yīngdāng
应征	yìngzhēng
应急	yìngjí
应有尽有	yīngyǒujìnyǒu
应用	yìngyòng
应聘	yìngpìn
应该	yīnggāi
应邀	yìngyāo
应酬	yìngchóu
应验	yìngyàn
底	dǐ
底下	dǐxià
底下(˙ㄒㄧㄚ)	dĭxia
底子	dǐzi
底层	dǐcéng
底片	dĭpiàn
底线	dǐxiàn
底蕴	dǐyùn
店	diàn
店员	diànyuán
店家	diànjiā
店面	diànmiàn
庙	miào
庙会	miàohuì
庙宇	miàoyǔ
庞大	pángdà
废	fèi
废品	fèipǐn
废墟	fèixū
废寝忘食	fèiqǐnwàngshí
废弃	fèiqì
废止	fèizhĭ
废气	fèiqì
废水	fèishuĭ
废物	fèiwù
废话	fèihuà
废除	fèichú
度	dù
度假	dùjià
度过	dùguò
度量衡	dùliànghéng
座	zuò
座位	zuòwèi
座右铭	zuòyòumíng
座落	zuòluò
座谈	zuòtán
座谈会	zuòtánhuì
康复	kāngfù
庸俗	yōngsú
廉价	liánjià
廉政	liánzhèng
廉正	liánzhèng
廉洁	liánjié
延	yán
延伸	yánshēn
延期	yánqī
延续	yánxù
延缓	yánhuǎn
延误	yánwù
延迟	yánchí
延长	yáncháng
建	jiàn
建交	jiànjiāo
建国	jiànguó
建成	jiànchéng
建构	jiàngòu
建树	jiànshù
建立	jiànlì
建筑	jiànzhù
建筑师	jiànzhùshī
建筑物	jiànzhùwù
建议	jiànyì
建设	jiànshè
建造	jiànzào
开	kāi
开业	kāiyè
开会	kāihuì
开关	kāiguān
开刀	kāidāo
开创	kāichuàng
开办	kāibàn
开动	kāidòng
开发	kāifā
开发区	kāifāqū
开发商	kāifāshāng
开口	kāikǒu
开启	kāiqǐ
开场	kāichǎng
开场白	kāichǎngbái
开垦	kāikěn
开夜车	kāiyèchē
开天辟地	kāitiānpìdì
开头	kāitóu
开始	kāishǐ
开学	kāixué
开导	kāidăo
开展	kāizhǎn
开工	kāigōng
开幕	kāimù
开幕式	kāimùshì
开张	kāizhāng
开心	kāixīn
开怀	kāihuái
开战	kāizhàn
开户	kāihù
开拓	kāituò
开支	kāizhī
开放	kāifàng
开明	kāimíng
开朗	kāilǎng
开机	kāijī
开枪	kāiqiāng
开水	kāishuǐ
开演	kāiyăn
开玩笑	kāiwánxiào
开盘	kāipán
开端	kāiduān
开花	kāihuā
开设	kāishè
开课	kāikè
开路	kāilù
开车	kāichē
开辟	kāipì
开通	kāitōng
开采	kāicǎi
开销	kāixiāo
开阔	kāikuò
开除	kāichú
开饭	kāifàn
异乡	yìxiāng
异口同声	yìkǒutóngshēng
异国	yìguó
异常	yìcháng
异性	yìxìng
异想天开	yìxiǎngtiānkāi
异议	yìyì
弃权	qìquán
弄	nòng
弄2	lòng
弄虚作假	nòngxūzuòjiǎ
弄错	nòngcuò
弊病	bìbìng
弊端	bìduān
式	shì
式样	shìyàng
弓	gōng
引	yǐn
引人入胜	yǐnrénrùshèng
引人注目	yǐnrénzhùmù
引入	yǐnrù
引发	yǐnfā
引导	yǐndǎo
引擎	yǐnqíng
引爆	yǐnbào
引用	yǐnyòng
引经据典	yǐnjīngjùdiǎn
引诱	yǐnyòu
引起	yǐnqǐ
引进	yǐnjìn
引述	yǐnshù
引领	yǐnlǐng
弘扬	hóngyáng
弟兄	dìxiōng
弟子	dìzǐ
弟弟	dìdi
张	zhāng
张力	zhānglì
张开	zhāngkāi
张扬	zhāngyáng
张望	zhāngwàng
张灯结彩	zhāngdēngjiécǎi
张贴	zhāngtiē
弥漫	mímàn
弥补	míbǔ
弦	xián
弯	wān
弯曲	wānqū
弯腰	wānyāo
弱	ruò
弱势	ruòshì
弱点	ruòdiǎn
弹	dàn
弹劾	tánhé
弹奏	tánzòu
弹性	tánxìng
强	qiáng
强人	qiángrén
强制	qiángzhì
强力	qiánglì
强加	qiángjiā
强劲	qiángjìng
强势	qiángshì
强化	qiánghuà
强占	qiángzhàn
强壮	qiángzhuàng
强大	qiángdà
强度	qiángdù
强悍	qiánghàn
强权	qiángquán
强求	qiăngqiú
强烈	qiángliè
强盗	qiángdào
强盛	qiángshèng
强硬	qiángyìng
强行	qiángxíng
强调	qiángdiào
强迫	qiǎngpò
强项	qiángxiàng
归	guī
归功	guīgōng
归宿	guīsù
归属	guīshǔ
归来	guīlái
归根到底	guīgēndàodǐ
归类	guīlèi
归纳	guīnà
归结	guījié
归还	guīhuán
当	dāng
当下	dāngxià
当中	dāngzhōng
当之无愧	dāngzhīwúkuì
当事人	dāngshìrén
当今	dāngjīn
当代	dāngdài
当众	dāngzhòng
当作	dàngzuò
当兵	dāngbīng
当初	dāngchū
当前	dāngqián
当务之急	dāngwùzhījí
当即	dāngjí
当地	dāngdì
当场	dāngchǎng
当天	dàngtiān
当家	dāngjiā
当局	dāngjú
当年	dāngnián
当心	dāngxīn
当成	dàngchéng
当日	dāngrì
当时	dāngshí
当晚	dàngwǎn
当然	dāngrán
当真	dàngzhēn
当着	dāngzhe
当选	dāngxuǎn
当面	dāngmiàn
录	lù
录像	lùxiàng
录制	lùzhì
录取	lùqǔ
录影	lùyĭng
录影机	lùyĭngjī
录用	lùyòng
录音	lùyīn
录音机	lùyīnjī
彗星	huìxīng
形	xíng
形体	xíngtĭ
形势	xíngshì
形容	xíngróng
形式	xíngshì
形形色色	xíngxíngsèsè
形影不离	xíngyǐngbùlí
形态	xíngtài
形成	xíngchéng
形状	xíngzhuàng
形象	xíngxiàng
彩电	cǎidiàn
彩票	cǎipiào
彩绘	căihuì
彩色	cǎisè
彩虹	cǎihóng
彩霞	cǎixiá
彬彬有礼	bīnbīnyǒulǐ
彰显	zhāngxiǎn
影(子)	yĭng
影像	yǐngxiàng
影印	yĭngyìn
影响	yǐngxiǎng
影子	yǐngzi
影射	yĭngshè
影星	yǐngxīng
影本	yĭngběn
影片	yǐngpiàn
影视	yǐngshì
影迷	yǐngmí
役	yì
彻夜	chèyè
彻底	chèdǐ
彼	bǐ
彼此	bǐcǐ
往	wǎng
往事	wǎngshì
往后	wǎnghòu
往常	wǎngcháng
往年	wǎngnián
往往	wǎngwǎng
往日	wǎngrì
往昔	wǎngxí
往来	wǎnglái
往生	wǎngshēng
往返	wǎngfǎn
征	zhēng
征兆	zhēngzhào
征收	zhēngshōu
征服	zhēngfú
征求	zhēngqiú
征询	zhēngxún
征集	zhēngjí
待	dài
待会	dāihuì
待会儿	dàihuìer
待遇	dàiyù
很	hěn
很难说	hěnnánshuō
律师	lǜshī
徐徐	xúxú
徒	tú
徒弟	túdì
徒步	túbù
得	dé
得不偿失	débùchángshī
得主	dézhǔ
得了	déle
得以	déyǐ
得体	détǐ
得出	déchū
得分	défēn
得到	dédào
得力	délì
得天独厚	détiāndúhòu
得失	déshī
得奖	déjiăng
得当	dédàng
得意	déyì
得意扬扬	déyìyángyáng
得手	déshǒu
得益于	déyìyú
得知	dézhī
得罪	dézuì
徘徊	páihuái
循序渐进	xúnxùjiànjìn
循环	xúnhuán
徬徨	pánghuáng
微不足道	wēibùzúdào
微信	wēixìn
微博	wēibó
微型	wēixíng
微妙	wēimiào
微小	wéixiăo
微弱	wēiruò
微波炉	wēibōlú
微笑	wēixiào
微观	wēiguān
德	dé
心	xīn
心不在焉	xīnbúzàiyān
心中	xīnzhōng
心事	xīnshì
心地	xīndì
心境	xīnjìng
心声	xīnshēng
心头	xīntóu
心安	xīnān
心安理得	xīnānlǐdé
心得	xīndé
心态	xīntài
心思	xīnsī
心急如焚	xīnjírúfén
心性	xīnxìng
心情	xīnqíng
心想事成	xīnxiǎngshìchéng
心意	xīnyì
心愿	xīnyuàn
心慌	xīnhuāng
心智	xīnzhì
心满意足	xīnmǎnyìzú
心灵	xīnlíng
心灵手巧	xīnlíngshǒuqiǎo
心爱	xīnài
心理	xīnlǐ
心甘情愿	xīngānqíngyuàn
心疼	xīnténg
心病	xīnbìng
心目	xīnmù
心目中	xīnmùzhōng
心眼儿	xīnyǎnér
心碎	xīnsuì
心肠	xīncháng
心胸	xīnxiōng
心脏	xīnzàng
心脏病	xīnzàngbìng
心虚	xīnxū
心血	xīnxuè
心跳	xīntiào
心软	xīnruăn
心酸	xīnsuān
心里	xīnlǐ
心里话	xīnlǐhuà
